activity,subject,variable,average
STANDING,14,fBodyBodyAccJerkMagMeanFreq,0.21425189588833332
STANDING,14,fBodyBodyAccJerkMagStd,-0.9696775156666667
STANDING,14,fBodyBodyGyroJerkMagMean,-0.9691756368333333
STANDING,14,fBodyBodyGyroJerkMagMeanFreq,0.012540870251666666
STANDING,14,fBodyBodyGyroJerkMagStd,-0.9660192591666666
STANDING,14,fBodyBodyGyroMagMean,-0.9444055638333333
STANDING,14,fBodyBodyGyroMagMeanFreq,-0.19103101127166666
STANDING,14,fBodyBodyGyroMagStd,-0.9348155608333333
STANDING,14,fBodyGyroMeanFreqX,-0.3060157258903333
STANDING,14,fBodyGyroMeanFreqY,-0.2780036534
STANDING,14,fBodyGyroMeanFreqZ,-0.19889745496833333
STANDING,14,fBodyGyroMeanX,-0.957111767
STANDING,14,fBodyGyroMeanY,-0.9508361945
STANDING,14,fBodyGyroMeanZ,-0.9509998778333333
STANDING,14,fBodyGyroStdX,-0.9627410328333333
STANDING,14,fBodyGyroStdY,-0.944306864
STANDING,14,fBodyGyroStdZ,-0.9501627051666667
STANDING,14,tBodyAccJerkMagMean,-0.9729657881666667
STANDING,14,tBodyAccJerkMagStd,-0.9704371828333334
STANDING,14,tBodyAccJerkMeanX,0.0737933748485
STANDING,14,tBodyAccJerkMeanY,0.005795661829833333
STANDING,14,tBodyAccJerkMeanZ,-0.00720777760485
STANDING,14,tBodyAccJerkStdX,-0.978248526
STANDING,14,tBodyAccJerkStdY,-0.9663624258333333
STANDING,14,tBodyAccJerkStdZ,-0.970766734
STANDING,14,tBodyAccMagMean,-0.9434568473333333
STANDING,14,tBodyAccMagStd,-0.9367355771666667
STANDING,14,tBodyAccMeanX,0.2805456138333333
STANDING,14,tBodyAccMeanY,-0.01520781344
STANDING,14,tBodyAccMeanZ,-0.10381770179066667
STANDING,14,tBodyAccStdX,-0.973268905
STANDING,14,tBodyAccStdY,-0.9285257253333333
STANDING,14,tBodyAccStdZ,-0.9222763115
STANDING,14,tBodyGyroJerkMagMean,-0.974873328
STANDING,14,tBodyGyroJerkMagStd,-0.966834217
STANDING,14,tBodyGyroJerkMeanX,-0.10071845886666667
STANDING,14,tBodyGyroJerkMeanY,-0.04500967927
STANDING,14,tBodyGyroJerkMeanZ,-0.0509036177765
STANDING,14,tBodyGyroJerkStdX,-0.9699488751666667
STANDING,14,tBodyGyroJerkStdY,-0.9706929555
STANDING,14,tBodyGyroJerkStdZ,-0.9746878658333333
STANDING,14,tBodyGyroMagMean,-0.9435300168333334
STANDING,14,tBodyGyroMagStd,-0.9314262038333333
STANDING,14,tBodyGyroMeanX,-0.022088652689166665
STANDING,14,tBodyGyroMeanY,-0.05581088271
STANDING,14,tBodyGyroMeanZ,0.07904758875
STANDING,14,tBodyGyroStdX,-0.9610917615
STANDING,14,tBodyGyroStdY,-0.9462806205000001
STANDING,14,tBodyGyroStdZ,-0.9465891346666666
STANDING,14,tGravityAccMagMean,-0.9434568473333333
STANDING,14,tGravityAccMagStd,-0.9367355771666667
STANDING,14,tGravityAccMeanX,0.875319569
STANDING,14,tGravityAccMeanY,-0.22669223116666667
STANDING,14,tGravityAccMeanZ,-0.3381748886666667
STANDING,14,tGravityAccStdX,-0.9720053663333333
STANDING,14,tGravityAccStdY,-0.9657810483333333
STANDING,14,tGravityAccStdZ,-0.940757718
STANDING,15,fBodyAccJerkMeanFreqX,0.2679477926415094
STANDING,15,fBodyAccJerkMeanFreqY,-0.17361509986415094
STANDING,15,fBodyAccJerkMeanFreqZ,0.06504750836226415
STANDING,15,fBodyAccJerkMeanX,-0.9853534926415094
STANDING,15,fBodyAccJerkMeanY,-0.9678847094339623
STANDING,15,fBodyAccJerkMeanZ,-0.9826323028301887
STANDING,15,fBodyAccJerkStdX,-0.9869341335849057
STANDING,15,fBodyAccJerkStdY,-0.9699341035849056
STANDING,15,fBodyAccJerkStdZ,-0.9866544594339622
STANDING,15,fBodyAccMagMean,-0.9603373443396227
STANDING,15,fBodyAccMagMeanFreq,0.03289610711320755
STANDING,15,fBodyAccMagStd,-0.9502040458490566
STANDING,15,fBodyAccMeanFreqX,0.06271775643396227
STANDING,15,fBodyAccMeanFreqY,-0.034499003096226416
STANDING,15,fBodyAccMeanFreqZ,0.09939634911320755
STANDING,15,fBodyAccMeanX,-0.9867249988679245
STANDING,15,fBodyAccMeanY,-0.9433487886792453
STANDING,15,fBodyAccMeanZ,-0.9654735145283019
STANDING,15,fBodyAccStdX,-0.9900609626415094
STANDING,15,fBodyAccStdY,-0.9302864433962265
STANDING,15,fBodyAccStdZ,-0.9479059113207547
STANDING,15,fBodyBodyAccJerkMagMean,-0.9790787856603773
STANDING,15,fBodyBodyAccJerkMagMeanFreq,0.29368531413584903
STANDING,15,fBodyBodyAccJerkMagStd,-0.9801840866037735
STANDING,15,fBodyBodyGyroJerkMagMean,-0.9831880918867925
STANDING,15,fBodyBodyGyroJerkMagMeanFreq,0.05702386644716981
STANDING,15,fBodyBodyGyroJerkMagStd,-0.9803297094339622
STANDING,15,fBodyBodyGyroMagMean,-0.9567339001886792
STANDING,15,fBodyBodyGyroMagMeanFreq,-0.19991354975471698
STANDING,15,fBodyBodyGyroMagStd,-0.9288383037735849
STANDING,15,fBodyGyroMeanFreqX,-0.18867085465471697
STANDING,15,fBodyGyroMeanFreqY,-0.1301610729264151
STANDING,15,fBodyGyroMeanFreqZ,-0.05123844350377359
STANDING,15,fBodyGyroMeanX,-0.9503802862264151
STANDING,15,fBodyGyroMeanY,-0.9751338688679245
STANDING,15,fBodyGyroMeanZ,-0.9682648550943396
STANDING,15,fBodyGyroStdX,-0.9482752341509434
STANDING,15,fBodyGyroStdY,-0.9694428820754717
STANDING,15,fBodyGyroStdZ,-0.9712821835849057
STANDING,15,tBodyAccJerkMagMean,-0.9814951256603773
STANDING,15,tBodyAccJerkMagStd,-0.9799948005660377
STANDING,15,tBodyAccJerkMeanX,0.07522807032075472
STANDING,15,tBodyAccJerkMeanY,0.0061725552018301886
STANDING,15,tBodyAccJerkMeanZ,-0.006587370934716981
STANDING,15,tBodyAccJerkStdX,-0.9854590684905661
STANDING,15,tBodyAccJerkStdY,-0.9677203996226414
STANDING,15,tBodyAccJerkStdZ,-0.985301940754717
STANDING,15,tBodyAccMagMean,-0.961207616226415
STANDING,15,tBodyAccMagStd,-0.9486004326415094
STANDING,15,tBodyAccMeanX,0.2789158039622642
STANDING,15,tBodyAccMeanY,-0.018351636039622643
STANDING,15,tBodyAccMeanZ,-0.10591083267924528
STANDING,15,tBodyAccStdX,-0.9889492473584905
STANDING,15,tBodyAccStdY,-0.9319001483018868
STANDING,15,tBodyAccStdZ,-0.9516702579245283
STANDING,15,tBodyGyroJerkMagMean,-0.9844070779245283
STANDING,15,tBodyGyroJerkMagStd,-0.9814328275471698
STANDING,15,tBodyGyroJerkMeanX,-0.10135878622641509
STANDING,15,tBodyGyroJerkMeanY,-0.04385074920188679
STANDING,15,tBodyGyroJerkMeanZ,-0.05227839719056604
STANDING,15,tBodyGyroJerkStdX,-0.9715143120754717
STANDING,15,tBodyGyroJerkStdY,-0.9881074139622642
STANDING,15,tBodyGyroJerkStdZ,-0.9812931179245283
STANDING,15,tBodyGyroMagMean,-0.9469613811320755
STANDING,15,tBodyGyroMagStd,-0.9312867786792453
STANDING,15,tBodyGyroMeanX,-0.0262433562254717
STANDING,15,tBodyGyroMeanY,-0.06596375171698113
STANDING,15,tBodyGyroMeanZ,0.0761946738773585
STANDING,15,tBodyGyroStdX,-0.9477908020754717
STANDING,15,tBodyGyroStdY,-0.9713325843396227
STANDING,15,tBodyGyroStdZ,-0.9681670464150943
STANDING,15,tGravityAccMagMean,-0.961207616226415
STANDING,15,tGravityAccMagStd,-0.9486004326415094
STANDING,15,tGravityAccMeanX,0.9655288996226415
STANDING,15,tGravityAccMeanY,-0.16471317549056605
STANDING,15,tGravityAccMeanZ,0.06459759945283018
STANDING,15,tGravityAccStdX,-0.9884320847169812
STANDING,15,tGravityAccStdY,-0.9656879783018868
STANDING,15,tGravityAccStdZ,-0.9588101532075471
STANDING,16,fBodyAccJerkMeanFreqX,0.26745246205128204
STANDING,16,fBodyAccJerkMeanFreqY,-0.01107570344628205
STANDING,16,fBodyAccJerkMeanFreqZ,-0.005277778808974359
STANDING,16,fBodyAccJerkMeanX,-0.991038638974359
STANDING,16,fBodyAccJerkMeanY,-0.982425403974359
STANDING,16,fBodyAccJerkMeanZ,-0.9860918915384616
STANDING,16,fBodyAccJerkStdX,-0.9918471496153846
STANDING,16,fBodyAccJerkStdY,-0.9842364621794871
STANDING,16,fBodyAccJerkStdZ,-0.9886579602564103
STANDING,16,fBodyAccMagMean,-0.9710825580769231
STANDING,16,fBodyAccMagMeanFreq,0.0924921398371795
STANDING,16,fBodyAccMagStd,-0.957173571923077
STANDING,16,fBodyAccMeanFreqX,-0.0162371376025641
STANDING,16,fBodyAccMeanFreqY,0.06735694194666667
STANDING,16,fBodyAccMeanFreqZ,0.0525158714
STANDING,16,fBodyAccMeanX,-0.9894276708974359
STANDING,16,fBodyAccMeanY,-0.9693140152564103
STANDING,16,fBodyAccMeanZ,-0.9699995042307692
STANDING,16,fBodyAccStdX,-0.9891006206410257
STANDING,16,fBodyAccStdY,-0.9581743101282051
STANDING,16,fBodyAccStdZ,-0.948540267051282
STANDING,16,fBodyBodyAccJerkMagMean,-0.986502687948718
STANDING,16,fBodyBodyAccJerkMagMeanFreq,0.34467390715384616
STANDING,16,fBodyBodyAccJerkMagStd,-0.9859127169230769
STANDING,16,fBodyBodyGyroJerkMagMean,-0.99117243
STANDING,16,fBodyBodyGyroJerkMagMeanFreq,0.21107813422307692
STANDING,16,fBodyBodyGyroJerkMagStd,-0.9906728007692308
STANDING,16,fBodyBodyGyroMagMean,-0.9754486321794872
STANDING,16,fBodyBodyGyroMagMeanFreq,-0.08359378704871795
STANDING,16,fBodyBodyGyroMagStd,-0.963574736025641
STANDING,16,fBodyGyroMeanFreqX,-0.11757013956666666
STANDING,16,fBodyGyroMeanFreqY,-0.1801889224179487
STANDING,16,fBodyGyroMeanFreqZ,0.00791532346153846
STANDING,16,fBodyGyroMeanX,-0.9731573516666666
STANDING,16,fBodyGyroMeanY,-0.9835942446153846
STANDING,16,fBodyGyroMeanZ,-0.98363927
STANDING,16,fBodyGyroStdX,-0.973926885
STANDING,16,fBodyGyroStdY,-0.9784024187179488
STANDING,16,fBodyGyroStdZ,-0.9835274020512821
STANDING,16,tBodyAccJerkMagMean,-0.9892052317948719
STANDING,16,tBodyAccJerkMagStd,-0.9867615506410257
STANDING,16,tBodyAccJerkMeanX,0.07364389056410256
STANDING,16,tBodyAccJerkMeanY,0.012076795035884616
STANDING,16,tBodyAccJerkMeanZ,-0.004763105579102564
STANDING,16,tBodyAccJerkStdX,-0.9910264974358974
STANDING,16,tBodyAccJerkStdY,-0.9826219547435897
STANDING,16,tBodyAccJerkStdZ,-0.9880738256410256
STANDING,16,tBodyAccMagMean,-0.9699488251282051
STANDING,16,tBodyAccMagStd,-0.9572944944871795
STANDING,16,tBodyAccMeanX,0.28349740294871795
STANDING,16,tBodyAccMeanY,-0.016599967293589743
STANDING,16,tBodyAccMeanZ,-0.10365772907692308
STANDING,16,tBodyAccStdX,-0.9890768117948718
STANDING,16,tBodyAccStdY,-0.9602982676923077
STANDING,16,tBodyAccStdZ,-0.9534689616666666
STANDING,16,tBodyGyroJerkMagMean,-0.992848576025641
STANDING,16,tBodyGyroJerkMagStd,-0.9908094274358974
STANDING,16,tBodyGyroJerkMeanX,-0.1001073326025641
STANDING,16,tBodyGyroJerkMeanY,-0.042498224141025644
STANDING,16,tBodyGyroJerkMeanZ,-0.05443352944102564
STANDING,16,tBodyGyroJerkStdX,-0.9871023226923077
STANDING,16,tBodyGyroJerkStdY,-0.9925894411538462
STANDING,16,tBodyGyroJerkStdZ,-0.992698522948718
STANDING,16,tBodyGyroMagMean,-0.9725281782051282
STANDING,16,tBodyGyroMagStd,-0.9641057684615385
STANDING,16,tBodyGyroMeanX,-0.029933729416666666
STANDING,16,tBodyGyroMeanY,-0.068667733
STANDING,16,tBodyGyroMeanZ,0.08673427088461538
STANDING,16,tBodyGyroStdX,-0.9734001075641026
STANDING,16,tBodyGyroStdY,-0.9801102773076923
STANDING,16,tBodyGyroStdZ,-0.9823570064102564
STANDING,16,tGravityAccMagMean,-0.9699488251282051
STANDING,16,tGravityAccMagStd,-0.9572944944871795
STANDING,16,tGravityAccMeanX,0.9415877493589744
STANDING,16,tGravityAccMeanY,-0.0578867045
STANDING,16,tGravityAccMeanZ,-0.16673746816666668
STANDING,16,tGravityAccStdX,-0.9853596898717949
STANDING,16,tGravityAccStdY,-0.9805524357692308
STANDING,16,tGravityAccStdZ,-0.9595628307692308
STANDING,17,fBodyAccJerkMeanFreqX,0.2571181962833333
STANDING,17,fBodyAccJerkMeanFreqY,0.07399873194397436
STANDING,17,fBodyAccJerkMeanFreqZ,0.0847226210125641
STANDING,17,fBodyAccJerkMeanX,-0.9921292257692308
STANDING,17,fBodyAccJerkMeanY,-0.9862783424358974
STANDING,17,fBodyAccJerkMeanZ,-0.9895636330769231
STANDING,17,fBodyAccJerkStdX,-0.9927753776923077
STANDING,17,fBodyAccJerkStdY,-0.9882003494871795
STANDING,17,fBodyAccJerkStdZ,-0.9914503776923077
STANDING,17,fBodyAccMagMean,-0.9809677482051282
STANDING,17,fBodyAccMagMeanFreq,0.11905840751282051
STANDING,17,fBodyAccMagStd,-0.9755048406410256
STANDING,17,fBodyAccMeanFreqX,-0.032553254582051286
STANDING,17,fBodyAccMeanFreqY,0.04552077367307692
STANDING,17,fBodyAccMeanFreqZ,0.10758473366153846
STANDING,17,fBodyAccMeanX,-0.9909275338461538
STANDING,17,fBodyAccMeanY,-0.9741705694871795
STANDING,17,fBodyAccMeanZ,-0.9802315757692308
STANDING,17,fBodyAccStdX,-0.9913185283333333
STANDING,17,fBodyAccStdY,-0.9664273238461538
STANDING,17,fBodyAccStdZ,-0.9669990008974358
STANDING,17,fBodyBodyAccJerkMagMean,-0.9901627988461539
STANDING,17,fBodyBodyAccJerkMagMeanFreq,0.4268490407974359
STANDING,17,fBodyBodyAccJerkMagStd,-0.9894720866666666
STANDING,17,fBodyBodyGyroJerkMagMean,-0.9927239393589744
STANDING,17,fBodyBodyGyroJerkMagMeanFreq,0.31461781428205127
STANDING,17,fBodyBodyGyroJerkMagStd,-0.9921773035897435
STANDING,17,fBodyBodyGyroMagMean,-0.9842911315384615
STANDING,17,fBodyBodyGyroMagMeanFreq,-0.11563514183333333
STANDING,17,fBodyBodyGyroMagStd,-0.9772634187179488
STANDING,17,fBodyGyroMeanFreqX,-0.13903461266615386
STANDING,17,fBodyGyroMeanFreqY,-0.16273671946153848
STANDING,17,fBodyGyroMeanFreqZ,0.06017968141025641
STANDING,17,fBodyGyroMeanX,-0.980696264102564
STANDING,17,fBodyGyroMeanY,-0.9873340412820513
STANDING,17,fBodyGyroMeanZ,-0.9859549782051282
STANDING,17,fBodyGyroStdX,-0.9817913180769231
STANDING,17,fBodyGyroStdY,-0.9839465848717949
STANDING,17,fBodyGyroStdZ,-0.9867252748717948
STANDING,17,tBodyAccJerkMagMean,-0.9917427535897436
STANDING,17,tBodyAccJerkMagStd,-0.9903632482051282
STANDING,17,tBodyAccJerkMeanX,0.07408649556410256
STANDING,17,tBodyAccJerkMeanY,0.006578534525641026
STANDING,17,tBodyAccJerkMeanZ,-0.004035995941666666
STANDING,17,tBodyAccJerkStdX,-0.9920940055128206
STANDING,17,tBodyAccJerkStdY,-0.9866612597435898
STANDING,17,tBodyAccJerkStdZ,-0.9912170273076923
STANDING,17,tBodyAccMagMean,-0.9776359814102564
STANDING,17,tBodyAccMagStd,-0.9753773098717948
STANDING,17,tBodyAccMeanX,0.2779425033333333
STANDING,17,tBodyAccMeanY,-0.017412006416923077
STANDING,17,tBodyAccMeanZ,-0.111432145565
STANDING,17,tBodyAccStdX,-0.9911639198717949
STANDING,17,tBodyAccStdY,-0.9681766637179487
STANDING,17,tBodyAccStdZ,-0.9704626792307692
STANDING,17,tBodyGyroJerkMagMean,-0.9936729737179487
STANDING,17,tBodyGyroJerkMagStd,-0.9923721173076923
STANDING,17,tBodyGyroJerkMeanX,-0.10128916865384616
STANDING,17,tBodyGyroJerkMeanY,-0.040451875397435895
STANDING,17,tBodyGyroJerkMeanZ,-0.05463313308974359
STANDING,17,tBodyGyroJerkStdX,-0.9892571962820513
STANDING,17,tBodyGyroJerkStdY,-0.9936999085897436
STANDING,17,tBodyGyroJerkStdZ,-0.9923270994871795
STANDING,17,tBodyGyroMagMean,-0.9781845765384616
STANDING,17,tBodyGyroMagStd,-0.9776808374358974
STANDING,17,tBodyGyroMeanX,-0.026957693713076922
STANDING,17,tBodyGyroMeanY,-0.07706321263717948
STANDING,17,tBodyGyroMeanZ,0.08805618693589744
STANDING,17,tBodyGyroStdX,-0.981373082948718
STANDING,17,tBodyGyroStdY,-0.9851211646153846
STANDING,17,tBodyGyroStdZ,-0.9855383633333333
STANDING,17,tGravityAccMagMean,-0.9776359814102564
STANDING,17,tGravityAccMagStd,-0.9753773098717948
STANDING,17,tGravityAccMeanX,0.9046785474358975
STANDING,17,tGravityAccMeanY,-0.25748681794871797
STANDING,17,tGravityAccMeanZ,-0.20268775701282052
STANDING,17,tGravityAccStdX,-0.9857513657692307
STANDING,17,tGravityAccStdY,-0.9758104760256411
STANDING,17,tGravityAccStdZ,-0.9691717621794872
STANDING,18,fBodyAccJerkMeanFreqX,0.20029593965753426
STANDING,18,fBodyAccJerkMeanFreqY,-0.15743201648219177
STANDING,18,fBodyAccJerkMeanFreqZ,0.004089660550684932
STANDING,18,fBodyAccJerkMeanX,-0.9895449712328768
STANDING,18,fBodyAccJerkMeanY,-0.9752436895890411
STANDING,18,fBodyAccJerkMeanZ,-0.9862656535616439
STANDING,18,fBodyAccJerkStdX,-0.9902879334246575
STANDING,18,fBodyAccJerkStdY,-0.9771790321917808
STANDING,18,fBodyAccJerkStdZ,-0.9892758390410958
STANDING,18,fBodyAccMagMean,-0.9767976460273973
STANDING,18,fBodyAccMagMeanFreq,0.04479284885205479
STANDING,18,fBodyAccMagStd,-0.9732648535616438
STANDING,18,fBodyAccMeanFreqX,0.015669576069452053
STANDING,18,fBodyAccMeanFreqY,-0.04371045392191781
STANDING,18,fBodyAccMeanFreqZ,-0.017642153260273973
STANDING,18,fBodyAccMeanX,-0.9904099193150685
STANDING,18,fBodyAccMeanY,-0.9612391354794521
STANDING,18,fBodyAccMeanZ,-0.9757728139726027
STANDING,18,fBodyAccStdX,-0.9927890684931507
STANDING,18,fBodyAccStdY,-0.9529119947945206
STANDING,18,fBodyAccStdZ,-0.9572161779452055
STANDING,18,fBodyBodyAccJerkMagMean,-0.9849870731506849
STANDING,18,fBodyBodyAccJerkMagMeanFreq,0.3610139700136986
STANDING,18,fBodyBodyAccJerkMagStd,-0.9862773567123287
STANDING,18,fBodyBodyGyroJerkMagMean,-0.9889606687671233
STANDING,18,fBodyBodyGyroJerkMagMeanFreq,0.09854015273972602
STANDING,18,fBodyBodyGyroJerkMagStd,-0.9884074652054794
STANDING,18,fBodyBodyGyroMagMean,-0.9723525930136986
STANDING,18,fBodyBodyGyroMagMeanFreq,-0.21255969080821918
STANDING,18,fBodyBodyGyroMagStd,-0.9591134573972603
STANDING,18,fBodyGyroMeanFreqX,-0.2500593009828767
STANDING,18,fBodyGyroMeanFreqY,-0.2644984620547945
STANDING,18,fBodyGyroMeanFreqZ,-0.10045619056027398
STANDING,18,fBodyGyroMeanX,-0.9644289264383562
STANDING,18,fBodyGyroMeanY,-0.9835611597260274
STANDING,18,fBodyGyroMeanZ,-0.9742944130136987
STANDING,18,fBodyGyroStdX,-0.9622727116438357
STANDING,18,fBodyGyroStdY,-0.9788018484931507
STANDING,18,fBodyGyroStdZ,-0.9748225895890411
STANDING,18,tBodyAccJerkMagMean,-0.9859652936986302
STANDING,18,tBodyAccJerkMagStd,-0.986015285890411
STANDING,18,tBodyAccJerkMeanX,0.07535394823287671
STANDING,18,tBodyAccJerkMeanY,0.010469871841712329
STANDING,18,tBodyAccJerkMeanZ,-0.0018164048019178082
STANDING,18,tBodyAccJerkStdX,-0.9894366738356164
STANDING,18,tBodyAccJerkStdY,-0.975277836849315
STANDING,18,tBodyAccJerkStdZ,-0.9884552494520548
STANDING,18,tBodyAccMagMean,-0.9726074953424657
STANDING,18,tBodyAccMagStd,-0.972285545479452
STANDING,18,tBodyAccMeanX,0.27845880589041094
STANDING,18,tBodyAccMeanY,-0.01663535181506849
STANDING,18,tBodyAccMeanZ,-0.10845335594520548
STANDING,18,tBodyAccStdX,-0.992019762739726
STANDING,18,tBodyAccStdY,-0.9542234363013699
STANDING,18,tBodyAccStdZ,-0.9618739091780822
STANDING,18,tBodyGyroJerkMagMean,-0.9886859549315068
STANDING,18,tBodyGyroJerkMagStd,-0.9885196657534246
STANDING,18,tBodyGyroJerkMeanX,-0.09871740246575343
STANDING,18,tBodyGyroJerkMeanY,-0.0406573412739726
STANDING,18,tBodyGyroJerkMeanZ,-0.05323844530136986
STANDING,18,tBodyGyroJerkStdX,-0.981970965890411
STANDING,18,tBodyGyroJerkStdY,-0.9911519731506849
STANDING,18,tBodyGyroJerkStdZ,-0.9862590157534247
STANDING,18,tBodyGyroMagMean,-0.9630067931506849
STANDING,18,tBodyGyroMagStd,-0.9597971180821918
STANDING,18,tBodyGyroMeanX,-0.026587324883561643
STANDING,18,tBodyGyroMeanY,-0.07322601279452055
STANDING,18,tBodyGyroMeanZ,0.08431906756164384
STANDING,18,tBodyGyroStdX,-0.962254249589041
STANDING,18,tBodyGyroStdY,-0.9804171342465754
STANDING,18,tBodyGyroStdZ,-0.972820402739726
STANDING,18,tGravityAccMagMean,-0.9726074953424657
STANDING,18,tGravityAccMagStd,-0.972285545479452
STANDING,18,tGravityAccMeanX,0.9475732398630137
STANDING,18,tGravityAccMeanY,-0.20420632095890412
STANDING,18,tGravityAccMeanZ,-0.048576710657534244
STANDING,18,tGravityAccStdX,-0.9942700752054795
STANDING,18,tGravityAccStdY,-0.9813359419178083
STANDING,18,tGravityAccStdZ,-0.976044291369863
STANDING,19,fBodyAccJerkMeanFreqX,0.19913594348082192
STANDING,19,fBodyAccJerkMeanFreqY,-0.11251381169863013
STANDING,19,fBodyAccJerkMeanFreqZ,0.02863086353150685
STANDING,19,fBodyAccJerkMeanX,-0.9850395961643835
STANDING,19,fBodyAccJerkMeanY,-0.9700113458904109
STANDING,19,fBodyAccJerkMeanZ,-0.9834632954794521
STANDING,19,fBodyAccJerkStdX,-0.9859137223287672
STANDING,19,fBodyAccJerkStdY,-0.9735885178082192
STANDING,19,fBodyAccJerkStdZ,-0.9875245875342465
STANDING,19,fBodyAccMagMean,-0.9689107887671233
STANDING,19,fBodyAccMagMeanFreq,0.001781126684931506
STANDING,19,fBodyAccMagStd,-0.9642591108219178
STANDING,19,fBodyAccMeanFreqX,0.04241640448356164
STANDING,19,fBodyAccMeanFreqY,-0.03626051683150685
STANDING,19,fBodyAccMeanFreqZ,0.026101209061643836
STANDING,19,fBodyAccMeanX,-0.9873520483561644
STANDING,19,fBodyAccMeanY,-0.9528728724657535
STANDING,19,fBodyAccMeanZ,-0.968543351780822
STANDING,19,fBodyAccStdX,-0.991161671369863
STANDING,19,fBodyAccStdY,-0.9431937550684931
STANDING,19,fBodyAccStdZ,-0.9477539616438356
STANDING,19,fBodyBodyAccJerkMagMean,-0.979135412739726
STANDING,19,fBodyBodyAccJerkMagMeanFreq,0.29073713539726026
STANDING,19,fBodyBodyAccJerkMagStd,-0.9791791494520548
STANDING,19,fBodyBodyGyroJerkMagMean,-0.9845366101369863
STANDING,19,fBodyBodyGyroJerkMagMeanFreq,0.0645676883
STANDING,19,fBodyBodyGyroJerkMagStd,-0.9822285821917808
STANDING,19,fBodyBodyGyroMagMean,-0.9585781295890411
STANDING,19,fBodyBodyGyroMagMeanFreq,-0.24702361689726027
STANDING,19,fBodyBodyGyroMagStd,-0.9367235484931506
STANDING,19,fBodyGyroMeanFreqX,-0.283665469939726
STANDING,19,fBodyGyroMeanFreqY,-0.29179696368219177
STANDING,19,fBodyGyroMeanFreqZ,-0.11397642785342466
STANDING,19,fBodyGyroMeanX,-0.9478656391780822
STANDING,19,fBodyGyroMeanY,-0.9750616716438356
STANDING,19,fBodyGyroMeanZ,-0.9651006361643836
STANDING,19,fBodyGyroStdX,-0.9466070456164384
STANDING,19,fBodyGyroStdY,-0.9669672380821918
STANDING,19,fBodyGyroStdZ,-0.9632127917808219
STANDING,19,tBodyAccJerkMagMean,-0.9830689235616439
STANDING,19,tBodyAccJerkMagStd,-0.9796408380821918
STANDING,19,tBodyAccJerkMeanX,0.07541203667123288
STANDING,19,tBodyAccJerkMeanY,0.00991338273931507
STANDING,19,tBodyAccJerkMeanZ,0.0012921633387808218
STANDING,19,tBodyAccJerkStdX,-0.9847920352054794
STANDING,19,tBodyAccJerkStdY,-0.9705432765753425
STANDING,19,tBodyAccJerkStdZ,-0.9861424919178082
STANDING,19,tBodyAccMagMean,-0.9605056835616438
STANDING,19,tBodyAccMagStd,-0.9625493424657534
STANDING,19,tBodyAccMeanX,0.27817226
STANDING,19,tBodyAccMeanY,-0.015424405694520547
STANDING,19,tBodyAccMeanZ,-0.10904190460273973
STANDING,19,tBodyAccStdX,-0.989910996849315
STANDING,19,tBodyAccStdY,-0.9444302706849315
STANDING,19,tBodyAccStdZ,-0.9525996539726027
STANDING,19,tBodyGyroJerkMagMean,-0.9858016376712329
STANDING,19,tBodyGyroJerkMagStd,-0.9830694279452055
STANDING,19,tBodyGyroJerkMeanX,-0.0990467890520548
STANDING,19,tBodyGyroJerkMeanY,-0.04229185337808219
STANDING,19,tBodyGyroJerkMeanZ,-0.05237698670726027
STANDING,19,tBodyGyroJerkStdX,-0.9751266873972603
STANDING,19,tBodyGyroJerkStdY,-0.9880966721917809
STANDING,19,tBodyGyroJerkStdZ,-0.9834539112328767
STANDING,19,tBodyGyroMagMean,-0.9417450410958904
STANDING,19,tBodyGyroMagStd,-0.9379510315068493
STANDING,19,tBodyGyroMeanX,-0.025090574020273974
STANDING,19,tBodyGyroMeanY,-0.06314298272602739
STANDING,19,tBodyGyroMeanZ,0.07105201801369863
STANDING,19,tBodyGyroStdX,-0.9461097119178082
STANDING,19,tBodyGyroStdY,-0.9695763236986301
STANDING,19,tBodyGyroStdZ,-0.9607342583561643
STANDING,19,tGravityAccMagMean,-0.9605056835616438
STANDING,19,tGravityAccMagStd,-0.9625493424657534
STANDING,19,tGravityAccMeanX,0.9440458375342465
STANDING,19,tGravityAccMeanY,-0.22389780780821916
STANDING,19,tGravityAccMeanZ,0.13064371784931506
STANDING,19,tGravityAccStdX,-0.9924115424657535
STANDING,19,tGravityAccStdY,-0.9714266078082192
STANDING,19,tGravityAccStdZ,-0.9588620439726028
STANDING,20,fBodyAccJerkMeanFreqX,0.09824143063726028
STANDING,20,fBodyAccJerkMeanFreqY,-0.316121168630137
STANDING,20,fBodyAccJerkMeanFreqZ,-0.07829316029767124
STANDING,20,fBodyAccJerkMeanX,-0.9597104893150685
STANDING,20,fBodyAccJerkMeanY,-0.935717554109589
STANDING,20,fBodyAccJerkMeanZ,-0.9527411079452055
STANDING,20,fBodyAccJerkStdX,-0.9630989115068493
STANDING,20,fBodyAccJerkStdY,-0.9404741789041096
STANDING,20,fBodyAccJerkStdZ,-0.9639730976712328
STANDING,20,fBodyAccMagMean,-0.9212255952054794
STANDING,20,fBodyAccMagMeanFreq,-0.07843676858643836
STANDING,20,fBodyAccMagStd,-0.9186518802739726
STANDING,20,fBodyAccMeanFreqX,-0.07327938888904109
